status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,termination_date,more_code_info
Terminated,Longview,TX,United States,Class I,{},Drugs,88291,Med Shop Total Care Inc.,470 E Loop 281,N/A,75605-7939,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Texas and Puerto Rico,D-0709-2021,"HYDROMORPHONE HCL-BUPIVACAINE HCL-CLONIDINE HCL PF INJECTABLE 21 mL syringes in two strengths:  a) 20MG-20MG-60MCG/ML INJECTABLE, b) 5MG-5MG-100MCG/ML, Rx only,   Med Shop Total Care 470 East Loop 281 Longview, TX 75605",42 mL,Non-Sterility,20201005,20210809,20210818,"Lot #: a) 09302020@30, BUD 10/23/2020, b) 10022020@14, BUD 10/30/2020",20230817,
Ongoing,San Diego,CA,United States,Class II,{},Drugs,92752,Central Admixture Pharmacy Services Inc,7935 Dunbrook Rd Ste C,N/A,92126-6322,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1051-2023,"fentaNYL, 5000 mcg/100 mL, (50 mcg/mL), 100 mL Bag, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC: 71286-2003-5",94 bags,Lack of assurance of sterility: Lack of validation data for sanitization cycles,20230717,20230803,20230809,"Lot: 17-273074, Exp. 8/28/2023; 17-273772, Exp. 9/7/2023.",,
Terminated,Lake Forest,IL,United States,Class III,{},Drugs,85801,"Akorn, Inc.",1925 W Field Ct Ste 300,N/A,60045-4862,Voluntary: Firm initiated,Letter,Distributed Nationwide in the  USA,D-1340-2020,"Prednisolone Sodium Phosphate Oral Solution, 5 mg/5 mL, 120 mL Bottle, Rx only, HI-TECH PHARMACAL CO., INC., Amityville, NY 11701.  NDC:  50383-040-04","17,424 bottles",Discoloration: Out of Specification (OOS) result for APHA Color Test.,20200605,20200624,20200617,"Lot# 365566, 365568",20220728,
Ongoing,Chesapeake,VA,United States,Class II,{},Drugs,90566,"Family Dollar Stores, Llc.",500 Volvo Pkwy,,23320-1604,Voluntary: Firm initiated,Other,Nationwide within the United States,D-1395-2022,QP MOTION SICKNESS TABLET 8 CT distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,Unknown,CGMP Deviations: product held outside appropriate storage temperature conditions.,20220623,20220822,20220831,SKU: 901583,,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0786-2023,"Artificial Tears Ointment, Sterile, For Ophthalmic Use Only, 3.5 gram tubes, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,20230607,All Lots,,
Ongoing,Chesapeake,VA,United States,Class II,{},Drugs,90566,"Family Dollar Stores, Llc.",500 Volvo Pkwy,,23320-1604,Voluntary: Firm initiated,Other,Nationwide within the United States,D-1453-2022,ROBITUSSIN COUGH N CHEST CONGESTION 4 FL OZ SKU 919471   DELSYM ORANGE 3 FL OZ SKU  901880 distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,Unknown,CGMP Deviations: product held outside appropriate storage temperature conditions.,20220623,20220822,20220831,SKUs: 919471 ; 901880,,
Terminated,Sterling,VA,United States,Class II,{},Drugs,91443,Northern VA Compounders PLLC,23475 Rock Haven Way,Suite 105,20166-4444,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide in the USA,D-0118-2023,"TriMix Injection (PGE1/Papaverine HCl/Phentolamine Mesylate) 11.8mcg/18mg/0.6mg/mL INJECTABLE, packaged in 2.5 mL Multiple-Dose vials, Rx Only, Compounded by: Akina Pharmacy, 23475 Rock Haven Way Suite 105, Sterling, VA  20166.",8 vials,Lack of Assurance of Sterility,20221230,20230112,20230118,"Lot#: 11262022@8, Exp 1/10/2023; 11302022@12, Exp 1/14/2023",20230621,
Terminated,Tonawanda,NY,United States,Class II,{},Drugs,93154,"Pine Pharmaceuticals, LLC",355 Riverwalk Pkwy,N/A,14150-5837,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0061-2024,"Calcium chloride Solution for Intravenous Injection, 20 mg/mL, 500 mL bags, Rx only, Compounded by Pine Pharmaceuticals 355 Riverwalk Parkway, Tonawanda, NY 14150.",130,Lack of Assurance of Sterility,20231002,20231019,20231025,"Lot #: 70101, Exp. Date 1/17/2024",20240515,
Terminated,Houston,TX,United States,Class II,{},Drugs,84546,Assurance Infusion,2626 S Loop W Ste 555,,77054-2652,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0739-2020,HYDROM 1MG/MORP 20MG/SUF 100MCG/ML  INJ in 20 mL syringe Assurance Infusion (713) 533-8800,1 syringe,Lack of sterility assurance.,20191220,20200113,20200122,Lot: 12162019@3 Exp. 12/25/2019,20211027,
Ongoing,Knoxville,TN,United States,Class III,"{'application_number': ['NDA204200'], 'brand_name': ['EPINEPHRINE PROFESSIONAL'], 'generic_name': ['EPINEPHRINE AND ISOPROPYL ALCOHOL'], 'manufacturer_name': ['Focus Health Group'], 'product_ndc': ['24357-011'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR', 'SUBCUTANEOUS'], 'rxcui': ['797544', '1660014', '1660016'], 'spl_id': ['186ccdb3-fc42-fe87-e063-6294a90a41b8'], 'spl_set_id': ['8c502fcc-1b61-7d1f-e053-2a95a90adc46'], 'package_ndc': ['24357-011-13', '42023-159-25', '68599-5804-1'], 'is_original_packager': [True]}",Drugs,91911,Focus Health Group Inc,5802 Kingston Pike,N/A,37919-6339,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0535-2023,"Epinephrine Professional EMS, Epinephrine Convenience Kit, Epinephrine 1 mg/mL, Rx Only, Focus Health Group, Manufactured for: Focus Health Group, 5802 Kingston Pike, Knoxville, TN 37919.  Incorrect NDC (kit): 24357-011-13",246 kits,Labeling; Incorrect NDC number on outer carton of product.,20230316,20230413,20230419,"Lot numbers: 57943EMS, exp 5/31/2023; 56276EMS, exp 4/30/2024",,
Ongoing,Allentown,PA,United States,Class II,{},Drugs,92253,"Central Admixture Pharmacy Services, Inc.",6580 Snowdrift Rd Ste 100,N/A,18106-9331,Voluntary: Firm initiated,E-Mail,Nationwide in the USA.,D-0678-2023,"Cardioplegia Solution, Induction 8:1 non-enriched, HIGH POTASSIUM, 70 mEq K, packaged in 300 mL per bag, Rx only, Central Admixture Pharmacy Services, Inc., Lehigh Valley, 6580 Snowdrift Road, Allentown, PA  18106, NDC 71285-0214-1.",363 bags,Lack of Assurance of Sterility: after an FDA inspection called into question the sterility of the products intended to be sterile.,20230428,20230519,20230531,"Lot # 37-894310, Exp 04/29/2023; 37-895259, Exp 05/04/2023; 37-898303, Exp 05/14/2023; 37-901367, Exp 05/27/2023",,
Terminated,Erie,PA,United States,Class II,{},Drugs,91332,Pharmacy Innovations,2936 W 17th St,N/A,16505-3929,Voluntary: Firm initiated,Telephone,Nationwide in the USA,D-0191-2023,"Acetylcysteine 10% Ophthalmic Solution, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20230126,20230201,t20221011@36 t20221108@24,20240731,
Ongoing,Westport,CT,United States,Class I,{},Drugs,89601,TCP HRB ACQUISITON LLC,270 Saugatuck Ave,,06880-6431,Voluntary: Firm initiated,Press Release,Nationwide in the US and Canada,D-0208-2024,"Sure Unscented Anti-perspirant Deodorant Aerosol (Aluminum Chlorohydrate 10%), packaged in 6 oz (170 g) aerosol cans, Distributed by Idelle Labs, Ltd., El Paso, TX 79912, NDC 41595-5517-06",0.5 million,Chemical contamination: Presence of benzene,20220216,20231228,20240103,"All lots, expiry on or before August 2023",,
Terminated,Woodbine,IA,United States,Class II,"{'brand_name': ['EAR CARE EARACHE DROPS'], 'generic_name': ['ATROPA BELLADONNA, ANEMONE PULSATILLA, LYCOPODIUM CLAVATUM SPORE, MATRICARIA CHAMOMILLA, AND SULFUR'], 'manufacturer_name': ['Rite Aid Corporation'], 'product_ndc': ['11822-3644'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['AURICULAR (OTIC)'], 'substance_name': ['ANEMONE PULSATILLA', 'ATROPA BELLADONNA', 'LYCOPODIUM CLAVATUM SPORE', 'MATRICARIA CHAMOMILLA', 'OYSTER SHELL CALCIUM CARBONATE, CRUDE', 'SULFUR'], 'spl_id': ['678c8e7e-1d5b-f12a-e053-2991aa0ab6cc'], 'spl_set_id': ['58f1f79f-f1dd-3094-e053-2991aa0ac591'], 'package_ndc': ['11822-3644-3'], 'is_original_packager': [True], 'upc': ['0011822364430'], 'unii': ['I76KB35JEV', 'WQZ3G9PF0H', 'C88X29Y479', 'G0R4UBI2ZZ', '2E32821G6I', '70FD1KFU70']}",Drugs,90297,"Grato Holdings, Inc.",201 Apple Blvd,,51579-1503,Voluntary: Firm initiated,Letter,Nationwide within the USA,D-0989-2022,"Homeopathic EarAche Drops, 0.33 FL OZ (10 mL) bottles, Distributed by: RITE AID, 30 Hunter Lane, Camp Hill, PA 17011. NDC 11822-3644-3","16,374 bottles",Microbial contamination of non-sterile product.,20220524,20220608,20220615,"Lot #: G11639, Exp. Date 09/24",20230608,
Terminated,Princeton,NJ,United States,Class II,"{'application_number': ['ANDA089286'], 'brand_name': ['CHLORTHALIDONE'], 'generic_name': ['CHLORTHALIDONE'], 'manufacturer_name': ['Sun Pharmaceutical Industries, Inc.'], 'product_ndc': ['57664-648', '57664-649'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['CHLORTHALIDONE'], 'rxcui': ['197499', '197500'], 'spl_id': ['eca591c9-75f8-2cbb-e053-2a95a90a7cf4'], 'spl_set_id': ['a304de67-cd2b-4933-937e-4eeecf6cda40'], 'package_ndc': ['57664-648-88', '57664-648-18', '57664-649-88', '57664-649-18'], 'is_original_packager': [True], 'upc': ['0357664648889', '0357664649886'], 'nui': ['N0000175359', 'N0000175420'], 'pharm_class_pe': ['Increased Diuresis [PE]'], 'pharm_class_epc': ['Thiazide-like Diuretic [EPC]'], 'unii': ['Q0MQD1073Q']}",Drugs,89529,SUN PHARMACEUTICAL INDUSTRIES INC,2 Independence Way,N/A,08540-6620,Voluntary: Firm initiated,Letter,Nationwide with the United States,D-0578-2022,"Chlorthalidone Tablets USP 25 mg, Rx Only, 100 Tablets, Sun Pharma, Mfg. by:  Fontida Bio Pharm Inc., 1100 Orthodox St. Philadephia, PA 19124, Dist. by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512, NDC 57664-648-88.","59,232 bottles",Foreign Matter identified as stainless steel microscopic wear particles mixed with punch lubricant oil and silicone particles from the dust cup,20220207,20220223,20220223,"Lot #: P0602, Exp. Date 03/2023",20230717,
Terminated,Windsor,CT,United States,Class II,{},Drugs,86990,SCA Pharmaceuticals,755 Rainbow Rd Ste B,,06095-1024,Voluntary: Firm initiated,Letter,Product was distributed to hospitals nationwide.,D-0216-2021,"PHENYLephrine HCl 5000 mg/50 mL in Sodium Chloride 0.9% (100 mcg/mL) Rx Only, 5 mL Single Dose Syringe, SCA Pharmaceuticals, 755 Rainbow Rd., Windsor, CT, 06095, barcode 70004081022",3152 syringes,"Lack of Assurance of Sterility; potential for a defective syringe cap, resulting in a non-integral unit",20201217,20210107,20210113,"Lot # 1220023003, BUD 12/22/2020;  1220023057, BUD  12/25/2020;  1220023104, BUD  12/25/2020;  1220023144, BUD  12/27/2020;  1220023168, BUD 12/27/2020;  1220023222, BUD 12/29/2020;  1220023240, BUD 12/28/2020;  1220023284, BUD 1/1/2021;  1220023456, BUD 1/8/2021;  1220023474, BUD 1/4/2021;  1220023530, BUD 1/8/2021 &  1220023542, BUD 1/9/2021.",20211102,
Terminated,San Diego,CA,United States,Class I,{},Drugs,89778,Adamis Pharmaceuticals Corporation,11682 El Camino Real Ste 300,,92130-2092,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide in the U.S.A.,D-0764-2022,"SYMJEPI (epinephrine injection, USP) 0.15 mg (0.15 mg/0.3 mL), Two Pre-Filled Single-Dose Syringes per carton, Rx Only, Manufactured for Adamis Pharmaceuticals Corp.; San Diego, CA  92130; Distributed by USWM, LLC., Louisville, KY  40241, Made in Belgium, NDC 78670-131-02.","2,500 cartons",Defective Delivery System: Potential clogging of the needle preventing the dispensing of epinephrine.,20220321,20220408,20220413,"Lot # 21101Y, Exp. 11/30/2022",20230208,
Completed,Skillman,NJ,United States,Class II,{},Drugs,88288,"Johnson & Johnson Consumer, Inc.",199 Grandview Rd,N/A,08558-1311,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide in US,D-0833-2021,"Neutrogena Beach Defense water + sun protection sunscreen spray BROAD SPECTRUM SPF 30, Avobenzone (3%), Homosalate (8%), Octisalate (5%), Octocrylene (8%), a) NET WT. 6.5 OZ (184 g) (UPC 0 86800 87273 3) and b) NET WT. 8.5 oz (240 g) (UPC 0 86800 10032 4) aerosol can, Distributed by JOHNSON & JOHNSON CONSUMER, INC. Skillman, NJ 08858","a) 1,265,724  b) 1,052,544cans",cGMP Deviations,20210714,20210924,20211006,All lots within expiry.,,
Ongoing,Anaheim,CA,United States,Class II,{},Drugs,91952,"Preferred Pharmaceuticals, Inc.",1250 N Lakeview Ave Ste O,,92807-1801,Voluntary: Firm initiated,Letter,USA Nationwide,D-0520-2023,"Rosuvastatin Tablets, USP, 5mg, 30-count bottle, Rx only, Manufactured: Accord Healthcare, Inc., Durham, NC 27703, NDC 68788-7971-3",264 Bottles,cGMP Deviations for the manufacturing Firm (Accord Healthcare) after their inspection.,20230323,20230406,20230412,"Lot: A1723C, Exp 8/31/2025; Lot: A1922B, Exp 6/30/2024; Lot: D0622M and Lot: F2922I, Exp 7/31/2024; Lot: G3021L, Exp 1/31/2024; Lot:H2622P & Lot: J0722C, Exp 10/31/2024.",,
Terminated,Parsippany,NJ,United States,Class II,{},Drugs,88442,Teva Pharmaceuticals USA,400 Interpace Pkwy,N/A,07054-1120,Voluntary: Firm initiated,Letter,"Product was distributed Nationwide, including Puerto Rico.",D-0730-2021,"DAUNOrubicin Hydrochloride Injection 20 mg/4mL, 4mL Single Dose vials, 10 in 1 carton, Rx only, Teva Parenteral Medicines, Inc. Irvine, CA 92618  Vial NDC# 0703-5233-11, Carton NDC # 0703-5233-13","1,351 vials",Lack of Assurance of Sterility,20210729,20210816,20210825,"Lot #: 31329250B, exp. date 08/2022",20240604,
Terminated,Erie,PA,United States,Class II,{},Drugs,91332,Pharmacy Innovations,2936 W 17th St,N/A,16505-3929,Voluntary: Firm initiated,Telephone,Nationwide in the USA,D-0228-2023,"PE1/PAPAV/PHEN 20MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHEN 30MCG/30MCG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHEN 5.88MCG/17.65MG/0.588MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT (1ML) 10MCG/30MG/2MG/ML INJECTABLE PE1/PAPAV/PHENT 10MCG/18MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 10MCG/30MG/0.5MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 10MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 10MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 11.8MCG/18MG/0.6MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 12.2MCG/19.29MG/1.22MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 12.5MCG/24MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 20MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 20MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 20MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 30MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 30MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 30MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 40MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.88MCG/17.65MG/0.588MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.88MCG/18MG/0.6MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.8MCG/17.44MG/0.64MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.9MCG/17.64MG/0.59MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 50MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 50MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5MCG/15MG/0.5MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 60MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 60MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 70MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 8.3MCG/25MG/0.83MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 80MCG/30MG/3MG (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 10MCG/12MG/1MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 10MCG/30MG/2MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 20MCG/30MG/2MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 20MCG/30MG/4MG/0.4MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 30MCG/30MG/1MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 30MCG/30MG/2MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 40MCG/30MG/4MG/0.4MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 50MCG/30MG/2MG/0.1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 60MCG/30MG/4MG/0.15MG/ML (1ML VIAL) INJECTABLE; Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20230126,20230201,t20221018@32 t20221108@89 t20221013@18 t20221031@11 t20221010@18 t20221101@1 20221108@18 t20221101@3 t20221027@32 t20221123@10 t20221013@15 t20221003@37 t20221021@32 t20221108@3 t20221011@36 t20221108@24 t20221021@43 t20221026@5 t20221123@15 t20221111@58 t20221013@15 t20221116@36 t20221128@2 t20221011@36 t20221108@24 t20221116@57 t20221007@33 t20221111@39 t20221011@36 t20221108@24 t20221128@45 t20221116@36 t20221011@36 t20221116@36 t20221104@34 t20221018@61 t20221116@36 t20221111@19 t20221011@36 t20221108@24 t20221108@64 t20221116@36 t20221117@11 t20221114@21 t20221108@33 t20221010@22 t20221004@44 t20221121@49,20240731,
Ongoing,East Windsor,NJ,United States,Class II,"{'application_number': ['ANDA206781'], 'brand_name': ['DEXAMETHASONE SODIUM PHOSPHATE'], 'generic_name': ['DEXAMETHASONE SODIUM PHOSPHATE'], 'manufacturer_name': ['Eugia US LLC'], 'product_ndc': ['55150-237', '55150-238', '55150-239'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRA-ARTICULAR', 'INTRALESIONAL', 'INTRAMUSCULAR', 'INTRAVENOUS', 'SOFT TISSUE'], 'substance_name': ['DEXAMETHASONE SODIUM PHOSPHATE'], 'rxcui': ['1116927', '1812194'], 'spl_id': ['34b1362a-f970-485f-bdac-3a02217157c9'], 'spl_set_id': ['ce7ad5a4-a9c5-42d6-87cc-ca16556208d2'], 'package_ndc': ['55150-237-01', '55150-238-05', '55150-239-30'], 'is_original_packager': [True], 'upc': ['0355150239306', '0355150237012', '0355150238057'], 'unii': ['AI9376Y64P']}",Drugs,94685,Eugia US LLC,279 Princeton Hightstown Rd,N/A,08520-1401,Voluntary: Firm initiated,Letter,USA Nationwide,D-0555-2024,"Dexamethasone Sodium Phosphate injection USP, 120mg per 30mL (4mg/mL), 30 mL Multiple-Dose Vial, Rx only, Distributed by: AuroMedics Pharma LLC, 279 Princeton-Hightstown Rd. E. Windsor, NJ 08520, Made in India, NDC 55150-239-30","70,125 vials",Failed Impurities/Degradation Specifications: impurity sulfonic acid adduct of dexamethasone phosphate results were above spec.,20240523,20240614,20240626,"Lot#: 3DS23001, 3DS23004, Exp 6/30/2024; 3DS23009, 3DS23011, Exp 7/31/2024",,
Ongoing,Phoenix,AZ,United States,Class II,{},Drugs,92707,"Central Admixture Pharmacy Services, Inc.",2200 S 43rd Ave,N/A,85043-3909,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1012-2023,"oxyTOCIN 30 units added to Lactated Ringer's 500 mL, IV Bag, Rx only, Rx only, Central Admixture Pharmacy Services, Inc., 2200 South 43rd Avenue, Pheonix, AZ 85043, NDC: 72196-6039-1","33,073 bags",Lack of assurance of sterility. Validation data for decontamination cycles is lacking.,20230714,20230801,20230809,"Lot: 36-247353, Exp. 7/13/2023; 36-247260, 36-247261, 36-247262, Exp. 7/14/2023; 36-248215, 36-248218, 36-248222, Exp. 7/19/2023; 36-248861, 36-248862, 36-248863, 36-248865, Exp. 7/21/2023; 36-249513, 36-249514, 36-249659, 36-249693, Exp. 7/24/2023; 36-249661, 36-249662, 36-249663, 36-249664, 36-249665, Exp. 7/26/2023; 36-249750, 36-249754, 36-249755, 36-249756, 36-249757, Exp. 7/27/2023; 36-249995, 36-249996, 36-249997, 36-249999, 36-250001, 36-250003, 36-250230, Exp. 7/28/2023; 36-250424, 36-250425, 36-250426, 36-250427, 36-250428, 36-250429, Exp. 7/29/2023; 36-251374, 36-251375, 36-251376, 36-251377, 36-251378, 36-251379, 36-251380, 36-251381, 36-251382, Exp. 8/2/2023; 36-251438, 36-251441, 36-251442, Exp. 8/3/2023; 36-251799, 36-251801, 36-251802, 36-251803, 36-251805, 36-251806, 36-251804, Exp. 8/4/2023; 36-251993, 36-251995, 36-251996, Exp. 8/5/2023; 36-252202, Exp. 8/6/2023; 36-252470, 36-252474, 36-252476, 36-252477, 36-252478, Exp. 8/9/2023; 36-254387, 36-254388, 36-254389, 36-254390, 36-254391, 36-254392, 36-254393, 36-254398, 36-254399, Exp. 8/10/2023; 36-254666, 36-254807, Exp. 8/11/2023",,
Terminated,Salt Lake City,UT,United States,Class II,{},Drugs,83757,Tuscano and Delucia Group (DBA Entropic Labs),2150 S West Temple Apt 413,,84115,Voluntary: Firm initiated,E-Mail,Nationwide within the United States,D-0800-2020,"Entropic Labs SARM RAD-140, 20mg Capsules, 30-count bottles, Entropic Labs UPC#: 651074545302",60,Marketed Without An Approved NDA/ANDA: product  contains Selective Androgen Receptor Modulators (SARMs),20190824,20200122,20200129,All lots,20230712,
Ongoing,Parsippany,NJ,United States,Class II,"{'application_number': ['ANDA205457'], 'brand_name': ['BUDESONIDE'], 'generic_name': ['BUDESONIDE'], 'manufacturer_name': ['Actavis Pharma, Inc.'], 'product_ndc': ['0591-2510'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['BUDESONIDE'], 'rxcui': ['1366550'], 'spl_id': ['d103196b-28b0-4322-8162-bff60e84a783'], 'spl_set_id': ['41d4fd39-81ee-41be-b34d-efb12b3a359d'], 'package_ndc': ['0591-2510-30'], 'is_original_packager': [True], 'nui': ['N0000175576', 'N0000175450'], 'pharm_class_epc': ['Corticosteroid [EPC]'], 'pharm_class_moa': ['Corticosteroid Hormone Receptor Agonists [MoA]'], 'unii': ['Q3OKS62Q6X']}",Drugs,93740,"Teva Pharmaceuticals USA, Inc",400 Interpace Pkwy Bldg A,,07054-1120,Voluntary: Firm initiated,Letter,Nationwide,D-0275-2024,"Budesonide Extended-Release Tablets 9mg, 30-count bottle, Rx Only,  Manufactured by: Actavis Laboratories FL, Inc., Fort Lauderdale, FL 33314 USA, Distributed by: Actavis Pharma, Inc., Parsippany, NJ 07054 USA, NDC 0591-2510-30","10,672 30-count bottles",Failed Dissolution Specifications,20240108,20240126,20240207,Lot # 100047273; Exp. 07/2025,,
Ongoing,Compton,CA,United States,Class II,{},Drugs,88140,HOYU(US) LOGISTICS INC,2130 E Del Amo Blvd,N/A,90220-6302,Voluntary: Firm initiated,Letter,Product was destroyed nationwide.,D-0643-2021,"QiYu Hand Sanitizer (ethyl alcohol 75% (v/v)), 16.9 FL OZ (500 ML) bottles, Manufactured by: Guangzhou Minghui Cosmetics Co., Ltd, Baiyun District, Guanzhou, China Distributed by HoYu (US) Logistics Inc UPC 6 926645 716288","30,880 bottles",Subpotent,20210622,20210629,20210707,"Lot # Q20200320, exp. date 03/19/2022",,
Ongoing,Columbia,MO,United States,Class II,{},Drugs,92348,"Apollo Care, LLC",3801 Mojave Ct Ste 101,N/A,65202-4042,Voluntary: Firm initiated,Letter,Missouri only,D-0644-2023,"Norepinephrine 4 mg added to 250 mL of 5% Dextrose Injection, Rx Only, Apollo Care, LLC, 3801 Mojave Ct., Suite 101, Columbia, MO 65202. NDC 71170-500-25",682 bags,Lack of Assurance of Sterility,20230502,20230518,20230524,"Lot #: AC-016640, Exp. Date 06/16/2023; AC-016670, Exp. Date 08/29/2023",,
