Status,City,State,Country,Classification,Product Type,Recalling Firm,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Termination Date
Terminated,East Windsor,NJ,United States,Class II,Drugs,AuroMedics Pharma LLC,"Fondaparinux Sodium Injection, USP, 7.5 mg per 0.6 mL, Single Dose, Prefilled Syringe, Distributed by: AuroMedics Pharma LLC 279 Princeton-Hightstown Rd. E. Windsor, NJ 08520. Made in India. NDC 55150-232-10 (carton)NDC 55150-232-00 (syringe)","11,520 units",Subpotent Drug: Out of specification for assay,20220930,20240918
Terminated,Houston,TX,United States,Class II,Drugs,Assurance Infusion,HYDROMORPHONE 2MG/ML  INJ in 20 mL syringe  Assurance Infusion (713) 533-8800,4 syringes,Lack of sterility assurance.,20191220,20211027
Terminated,Tonawanda,NY,United States,Class II,Drugs,"Pine Pharmaceuticals, LLC","Moxifloxacin in Balanced Salt Solution 400 mcg/0.4 mL (100 mcg/0.1 mL) 1 mL syringes, Rx only, Compounded by: Pine Pharmaceuticals 355 Riverwalk Parkway, Tonawanda, NY 14150.",2176 syringes,Lack of Assurance of Sterility,20231002,20240515
Terminated,Portland,OR,United States,Class II,Drugs,WALKER EMULSIONS INC,"Walker Emulsions Hand Sanitizer (60%), Non-Sterile Solution, Alcohol Antiseptic 60%, 1 Gallon, Topical Solution, Walker Emulsions Inc., 4401 SE Johnson Creek Blvd., Portland, OR 97222, NDC 74940-0415-1",N/A,Incorrect/Undeclared Excipients: Notification received from Health Canada that DA-2I Ethanol is a type not an approved for use in Hand Sanitizer.,20200603,20240513
Terminated,Atlanta,GA,United States,Class II,Drugs,Wilshire Pharmaceuticals Inc,"Meclizine HCl Tablets, USP, 12.5 mg, 100 Tablets bottles, Rx Only, Mfd. for: Wilshire Pharmaceuticals, Inc., Atlanta, GA 30328, Product of India, NDC 52536-129-01",2112 bottles,Failed Dissolution Specifications,20210204,20230602
Terminated,Vancouver,WA,United States,Class II,Drugs,Beaming White Llc,"Koala Hand Sanitizer, Soothing Eucalyptus, 16 FL OZ.,  Antibacterial, (Ethyl Alcohol 68%), Manufactured by Beaming White LLC, 1205 NE 95th St., Vancouver, WA 98665",N/A,Subpotent Drug: active ingredient ethanol tested below label claim and there is presence of undeclared isopropyl alcohol.,20200612,20240311
Terminated,New Paltz,NY,United States,Class II,Drugs,Ultra Seal Corporation,"Backache & Muscle Relief (acetaminophen 250 mg, magnesium salicylate-tetrahydrate 290mg, caffeine 50 mg) 2 tablets per packet, Mfd. for First Aid Direct, Mason, OH 45040, NDC 42961-111-832","5,107,565 packets",cGMP deviations,20220124,20231016
Terminated,Raleigh,NC,United States,Class I,Drugs,"PNHC, LLC.","heal the world, moisturizing original hand sanitizer, Non-Sterile Solution, Alcohol Antiseptic, 70% Topical Solution, 9.6 FL OZ. (285 mL) bottle, Heal The World, LLC, Draper, UT 84020, UPC 6 19988 44038 0.","139,806 bottles",Labeling Not Elsewhere Classified: Hand sanitizer packaged in containers resembling drinking water bottles.,20210310,20231016
Terminated,Buena,NJ,United States,Class II,Drugs,"Teligent Pharma, Inc.","Lidocaine Hydrochloride Topical Solution USP 4% (40 mg/mL), 50 mL glass bottles, Rx Only, Teligent Pharma Inc., Buena, NJ 08310,  NDC 52565-009-50","14,664 glass bottles",CGMP Deviations: Lots recalled because they were manufactured at the same facility using the same components as the products that had cracked seals in caps that were found to be superpotent.,20211012,20240618
Terminated,Morgantown,WV,United States,Class I,Drugs,Mylan Pharmaceuticals Inc,"Insulin Glargine (insulin glargine-yfgn) Injection, 100 units/mL (U-100), packaged in a 10 mL Multiple-Dose vial inside a carton, Rx only, Manufactured by: Mylan Pharmaceuticals Inc., Morgantown, WV 26505, Manufactured for: Mylan Specialty L.P., Morgantown, WV 26505, NDC 49502-393-80","89,665 vials",Labeling: Missing label on the vial,20220412,20231018
Terminated,Richmond,VA,United States,Class II,Drugs,Mckesson Medical-Surgical Inc. Corporate Office,"Bupivacaine Hydrochloride, USP 0.5% (5mg/mL), 25 vials x 50 mL per box, Rx only, MFG: Pfizer, NDC 0409-1163-01",30 vials,cGMP deviations: Temperature abuse,20220413,20231130
Terminated,Kansas City,MO,United States,Class II,Drugs,Charles Paint Research Inc,"HAND SANITIZER (alcohol 80%), Alchol Antiseptic 80% topical solution, Hand Sanitizer non-sterile solution, Net weight (6 lbs 14.2 oz) 1 gallon; Net Quantity (3785 mL), Manufactured by Soapdaddy LLC, 2401 E. 85th Street, Kansas City, MO 64131",600 gallons,CGMP Deviations: Product contains acetaldehyde and acetal above the allowable limits.,20200902,20230929
Terminated,San Antonio,TX,United States,Class II,Drugs,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy","TRI-MIX PAPAVERINE 30/PHENTOLAMINE 4/PGE-1 7.5/ML INJ   INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",1 vial,Lack of assurance of sterility,20211012,20231004
Terminated,Dublin,OH,United States,Class II,Drugs,CARDINAL HEALTHCARE,"Donepezil HCl Tablets, 5 mg, 90 Tablets, Rx only, Distributed by: Solco Healthcare U.S. LLC, Hurracao, Puerto Rico 00791.  NDC: 43547-275-09",1 unit,CGMP Deviations: Products were exposed to temperatures outside of the products labeled storage conditions.,20220126,20240929
Terminated,Richmond,VA,United States,Class II,Drugs,Mckesson Medical-Surgical Inc. Corporate Office,"Naltrexone Hydrochloride Tablets, USP, 50 mg, 100-count bottle, Rx only, MFG: Mallinckrodt Inc., NDC 0406-1170-03",4 bottles/30 tablets per bottle,cGMP deviations: Temperature abuse,20220413,20231130
Terminated,Anaheim,CA,United States,Class II,Drugs,"Preferred Pharmaceuticals, Inc.","Nature-Throid, 1.5 Grain, (97.5 mg), (Thyroid U.S.P. 1.5 gr. (97.5mg)/Liothyronine (T3) 13.5mcg/Levothyroxine (T4) 57mcg, 90-count bottles, Rx Only, Mfg: RLC Labs; Cave Creek, AZ, Preferred Pharmaceuticals, Inc. NDC 68788-7605-09",N/A,CGMP Deviations,20200902,20240425
Terminated,New York,NY,United States,Class III,Drugs,Pfizer Inc.,"Duavee (conjugated estrogens/bazedoxifene) tablets 0.45/20 mg, packaged in 2 blister cards containing 15 tablets each (30 tablets), Rx Only, Distributed by Wyeth Pharmaceuticals LLC A subsidiary of Pfizer In Philadelphia, PA 19101 Made in Ireland, NDC 00008-1123-12",544400 packages,Failed Dissolution Specifications,20200527,20230630
Terminated,Erie,PA,United States,Class II,Drugs,Pharmacy Innovations,"TOBRAMYCIN FORTIFIED 15MG/ML OPH SOLUTION, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20240731
Terminated,Pharr,TX,United States,Class I,Drugs,The Protein Shoppe,"Red-E Tablet, Proprietary Blend 3000 mg**, packaged in 1-count plastic bag stapled with cardboard labeling.","21,511 tablets","Marketed Without An Approved NDA/ANDA: product found to be tainted with sildenafil, an FDA approved drug for the treatment of male erectile dysfunction, making this an unapproved drug fro which the safety and efficacy have not been established and therefore subject to recall.",20200901,20220208
Terminated,Longview,TX,United States,Class I,Drugs,Med Shop Total Care Inc.,"HYDROMORPHONE HCL-BUPIVACAINE HCL-CLONIDINE HCL PF INJECTABLE 21 mL syringes in two strengths:  a) 20MG-20MG-60MCG/ML INJECTABLE, b) 5MG-5MG-100MCG/ML, Rx only,   Med Shop Total Care 470 East Loop 281 Longview, TX 75605",42 mL,Non-Sterility,20201005,20230817
Terminated,Lake Forest,IL,United States,Class III,Drugs,"Akorn, Inc.","Prednisolone Sodium Phosphate Oral Solution, 5 mg/5 mL, 120 mL Bottle, Rx only, HI-TECH PHARMACAL CO., INC., Amityville, NY 11701.  NDC:  50383-040-04","17,424 bottles",Discoloration: Out of Specification (OOS) result for APHA Color Test.,20200605,20220728
Terminated,Sterling,VA,United States,Class II,Drugs,Northern VA Compounders PLLC,"TriMix Injection (PGE1/Papaverine HCl/Phentolamine Mesylate) 11.8mcg/18mg/0.6mg/mL INJECTABLE, packaged in 2.5 mL Multiple-Dose vials, Rx Only, Compounded by: Akina Pharmacy, 23475 Rock Haven Way Suite 105, Sterling, VA  20166.",8 vials,Lack of Assurance of Sterility,20221230,20230621
Terminated,Tonawanda,NY,United States,Class II,Drugs,"Pine Pharmaceuticals, LLC","Calcium chloride Solution for Intravenous Injection, 20 mg/mL, 500 mL bags, Rx only, Compounded by Pine Pharmaceuticals 355 Riverwalk Parkway, Tonawanda, NY 14150.",130,Lack of Assurance of Sterility,20231002,20240515
Terminated,Houston,TX,United States,Class II,Drugs,Assurance Infusion,HYDROM 1MG/MORP 20MG/SUF 100MCG/ML  INJ in 20 mL syringe Assurance Infusion (713) 533-8800,1 syringe,Lack of sterility assurance.,20191220,20211027
Terminated,Erie,PA,United States,Class II,Drugs,Pharmacy Innovations,"Acetylcysteine 10% Ophthalmic Solution, Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20240731
Terminated,Woodbine,IA,United States,Class II,Drugs,"Grato Holdings, Inc.","Homeopathic EarAche Drops, 0.33 FL OZ (10 mL) bottles, Distributed by: RITE AID, 30 Hunter Lane, Camp Hill, PA 17011. NDC 11822-3644-3","16,374 bottles",Microbial contamination of non-sterile product.,20220524,20230608
Terminated,Princeton,NJ,United States,Class II,Drugs,SUN PHARMACEUTICAL INDUSTRIES INC,"Chlorthalidone Tablets USP 25 mg, Rx Only, 100 Tablets, Sun Pharma, Mfg. by:  Fontida Bio Pharm Inc., 1100 Orthodox St. Philadephia, PA 19124, Dist. by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512, NDC 57664-648-88.","59,232 bottles",Foreign Matter identified as stainless steel microscopic wear particles mixed with punch lubricant oil and silicone particles from the dust cup,20220207,20230717
Terminated,Windsor,CT,United States,Class II,Drugs,SCA Pharmaceuticals,"PHENYLephrine HCl 5000 mg/50 mL in Sodium Chloride 0.9% (100 mcg/mL) Rx Only, 5 mL Single Dose Syringe, SCA Pharmaceuticals, 755 Rainbow Rd., Windsor, CT, 06095, barcode 70004081022",3152 syringes,"Lack of Assurance of Sterility; potential for a defective syringe cap, resulting in a non-integral unit",20201217,20211102
Terminated,San Diego,CA,United States,Class I,Drugs,Adamis Pharmaceuticals Corporation,"SYMJEPI (epinephrine injection, USP) 0.15 mg (0.15 mg/0.3 mL), Two Pre-Filled Single-Dose Syringes per carton, Rx Only, Manufactured for Adamis Pharmaceuticals Corp.; San Diego, CA  92130; Distributed by USWM, LLC., Louisville, KY  40241, Made in Belgium, NDC 78670-131-02.","2,500 cartons",Defective Delivery System: Potential clogging of the needle preventing the dispensing of epinephrine.,20220321,20230208
Terminated,Parsippany,NJ,United States,Class II,Drugs,Teva Pharmaceuticals USA,"DAUNOrubicin Hydrochloride Injection 20 mg/4mL, 4mL Single Dose vials, 10 in 1 carton, Rx only, Teva Parenteral Medicines, Inc. Irvine, CA 92618  Vial NDC# 0703-5233-11, Carton NDC # 0703-5233-13","1,351 vials",Lack of Assurance of Sterility,20210729,20240604
Terminated,Erie,PA,United States,Class II,Drugs,Pharmacy Innovations,"PE1/PAPAV/PHEN 20MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHEN 30MCG/30MCG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHEN 5.88MCG/17.65MG/0.588MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT (1ML) 10MCG/30MG/2MG/ML INJECTABLE PE1/PAPAV/PHENT 10MCG/18MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 10MCG/30MG/0.5MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 10MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 10MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 11.8MCG/18MG/0.6MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 12.2MCG/19.29MG/1.22MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 12.5MCG/24MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 20MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 20MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 20MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 30MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 30MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 30MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 40MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.88MCG/17.65MG/0.588MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.88MCG/18MG/0.6MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.8MCG/17.44MG/0.64MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5.9MCG/17.64MG/0.59MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 50MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 50MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5MCG/15MG/0.5MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 5MCG/30MG/1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 60MCG/30MG/2MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 60MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 70MCG/30MG/3MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 8.3MCG/25MG/0.83MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT 80MCG/30MG/3MG (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 10MCG/12MG/1MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 10MCG/30MG/2MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 20MCG/30MG/2MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 20MCG/30MG/4MG/0.4MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 30MCG/30MG/1MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 30MCG/30MG/2MG/0.15MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 40MCG/30MG/4MG/0.4MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 50MCG/30MG/2MG/0.1MG/ML (1ML VIAL) INJECTABLE PE1/PAPAV/PHENT/ATROP 60MCG/30MG/4MG/0.15MG/ML (1ML VIAL) INJECTABLE; Rx Only, Pharmacy Innovations, 2936 W 17th St., Erie, PA.",N/A,Lack of Assurance of Sterility: FDA inspection revealed insanitary conditions at the facility.,20221222,20240731
Terminated,Salt Lake City,UT,United States,Class II,Drugs,Tuscano and Delucia Group (DBA Entropic Labs),"Entropic Labs SARM RAD-140, 20mg Capsules, 30-count bottles, Entropic Labs UPC#: 651074545302",60,Marketed Without An Approved NDA/ANDA: product  contains Selective Androgen Receptor Modulators (SARMs),20190824,20230712
Terminated,Millburn,NJ,United States,Class III,Drugs,"Advanced Accelerator Applications USA, Inc.","NETSPOT (kit for the preparation of Ga 68 dotatate injection) 40 mcg dotatate, kit contains Vial 1 (Reaction vial with lyophilized powder), 1 Single dose vial, consisting of 40 mcg of dotate, 5 mcg of 1,10-phenanthroline, 6 mcg of Gentisic acid, 20 mg of D-Mannitol, and Nitrogen; and Vial 2, 1 Single dose vial of reaction buffer, Rx Only, Manufactured for: Advanced Accelerator Applications USA, Inc., by: Gipharma S.r.l., Strada Crescentino snc, 13040 Saluggia (Vc), Italy, NDC 69488-001-40","14,089 kits",Subpotent Drug: low out-of-specification results for Vial 1  assay obtained during stability studies.,20220318,20230104
Terminated,Dublin,OH,United States,Class II,Drugs,Cardinal Health Inc.,MICONAZOLE 7 2% 45GM APL; NDC/UPC 009047734459; OTC; CREAM,71 tubes,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20240617
Terminated,San Antonio,TX,United States,Class II,Drugs,"Vita Pharmacy, LLC dba Talon Compounding Pharmacy","TRI-MIX PAPAVERINE 40/PHENTOLAMINE 2/PGE-1 40 INJ   INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",1 vial,Lack of assurance of sterility,20211012,20231004
Terminated,Columbus,OH,United States,Class II,Drugs,Amerisource Health Services LLC,"Glimepiride Tablets, USP, 4 mg, RX, Packaged as a) 100-count bottle, NDC# 68001-179-00; b) 500-count bottle, NDC# 68001-179-03, Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213. INDIA.  For BluePoint Laboratories","129,849 bottles",CGMP Deviations: recalling drug products following an FDA inspection.,20230317,20240906
Terminated,Richmond,VA,United States,Class II,Drugs,Mckesson Medical-Surgical Inc. Corporate Office,"Epinephrine, ABJT 0.1 mg/mL, 10 mL,  20GX1.5 (10 pack), Rx only, MFG: Pfizer, NDC 04094-933-01",172 packs/10 per pack,cGMP deviations: Temperature abuse,20220413,20231130
Terminated,Buena,NJ,United States,Class III,Drugs,"Teligent Pharma, Inc.","Triamcinolone Acetonide Lotion USP, 0.025%, 60 mL (60 grams) bottle, Rx Only, Teligent Pharma, Inc. Buena, New Jersey 08310, NDC 52565-010-59",4008 units,"Subpotent Drug: One lot of Triamcinolone Acetonide Lotion, 0.025% 60 mL.does not meet assay results.",20201103,20231221
Terminated,Anaheim,CA,United States,Class II,Drugs,"Preferred Pharmaceuticals, Inc.","Lidothol Patch, Lidocaine 4.5% & Menthol 5%, In each patch: lidocaine 4.5% topical anesthetic, menthol 5% topical analgesic, Pkg Size 15 patches per box, Insurance NDC: 53225-1025-01, Mfg: Terrain Pharmaceuticals; Reno, NV, Prod # (NDC): 68788-7405-01, Preferred Pharmaceuticals, Inc., The Physicians Solutions.",N/A,CGMP Deviations: Contract Manufacturing Organization (CMO) misplaced/lost batch records and test results for the recalled batch.,20200701,20240417
Terminated,Hawthorne,NY,United States,Class II,Drugs,"Taro Pharmaceuticals U.S.A., Inc.","TopCare Health, Athlete's Foot Cream, Clotrimazole Cream USP, 1%, Antifungal, NET WT. 0.5 oz. (14.2 g). Distributed by Topco Associates LLC, Elk Grove Village, IL 60007. NDC 36800-495-69 UPC 0 36800 49569 2",N/A,Failed Impurities/Degradation Specifications: An unknown degradation impurity was detected slightly above the specification limit in Clotrimazole Cream USP 1%.,20201117,20240221
Terminated,Parsippany,NJ,United States,Class II,Drugs,Ferring Pharmaceuticals Inc,"ZOMA-Jet 10 Demonstration Kit, Needle-free delivery device for use with ZOMACTON (somatropin) for injection 10 mg vial, ZOMA-Jet 10 Demonstration Kit contains -ZOMA-Jet 10 device - 7 Needle-Free Head A's - 1 Carrying Case - 1 User Manual; Manufactured for: Ferring Pharmaceuticals Inc. Parsippany, NJ 07054; UPC 3 55566 19031 4.",1569 devices,Defective Delivery System: customer complaints concerning the injector pen breaking apart and disintegrating into pieces.,20210311,20230607
Terminated,Dublin,OH,United States,Class II,Drugs,Cardinal Health Inc.,"Triamcinolone Acetonide Ointment, USP, 0.025% 80g; Rx Only, Distributed by: Perrigo, Allegan, MI 49010,NDC 45802-054-36",178 tubes,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20240617
Terminated,Newark,DE,United States,Class III,Drugs,"DuPont Nutrition USA, Inc","BD-102 NF, Microcrystalline Cellulose, NF, Ph. Eur., Jp., Net Content/Gross Weight 20.0 KG / 21.1 KG bulk container, Manufactured by: DuPont Nutrition USA, Inc., 1301 Ogletown Road, Newark, DE 19711, USA. Headquarters: DuPont Nutrition Biosciences ApS, Langebrogade 1, Copenhagen, Denmark","106,560 kg. polyethylene lined fiber drums, boxes & sacks",Failed Impurities/Degradation Specifications: Out of specification results obtained for conductivity.,20230201,20231220
Terminated,Lake Forest,IL,United States,Class III,Drugs,"Akorn, Inc.","Morphine Sulfate Oral Solution 100 mg per 5 mL (20 mg/mL) 30 mL bottles, Rx only, Hi-Tech Pharmacal Co., Inc., Amityville, NY 11701 -- NDC 50383-965-30","10,836 bottles",Labeling: Missing Label,20211203,20220819
Terminated,Jacksonville,FL,United States,Class II,Drugs,Matthew 7:25 Inc dba Thrive Pharmacy,"Buprexone Banana cream 6-0.6 mg Troche, supplied in plastic troche molds with cardboard outer sleeve, Thrive Pharmacy 2863 St Johns Bluff RD. South # 135 Jacksonville, Florida",71 troches,Subpotent Drug,20200310,20230602
Terminated,Monterey Park,CA,United States,Class II,Drugs,Herbal Doctor Remedies,"Stomach Cleanser, 500mg Capsules, 90-count bottles, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as unapproved new drugs,20200324,20240125
Terminated,Ridgefield,CT,United States,Class II,Drugs,"Boehringer Ingelheim Pharmaceuticals, Inc.","Catapres (clonidine hydrochloride, USP)  0.1 mg, tablet, 100-count bottle, Rx only, Dist. by: Boehringer Ingelheim Pharmaceuticals, Inc. Ridgefield, CT 06877, Made in Germany, NDC, 0597-0006-01","13,270 bottles/100 tablets each",An extraneous peak was observed for dissolution testing.,20201005,20210929
Terminated,Camarillo,CA,United States,Class II,Drugs,Golden State Medical Supply Inc.,"Losartan Potassium Tablets, USP, 25 mg, Rx only, a) 30 ct. (NDC 60429-316-30) b) 90ct. (NDC 60429-316-90) c) 1,000 ct. (60429-316-10) bottles, GSMS Incorporated, Manufactured by Arrow Pharm (Malta) Ltd., Packaged by GSMS Incorporated, Camarillo, CA 93012, USA",,CGMP Deviations: Impurity for N-nitroso-N-methyl-4-aminobutryric Acid (NBMA) detected in active ingredient (API) used to manufacture finished products.,20200403,20201008
Terminated,Los Angeles,CA,United States,Class II,Drugs,Jarrow Formulas Inc,"N-A-C (N-Acetyl-L-Cysteine, 500 mg, 100 capsules;  Veggie Caps, white HDPE bottle with RED label  Product # 107002  UPC: 790011070023",533 units,"Mislabeling of SUS (N-A-C Sustain 600 mg 100 tab) with N-A-C N-Acetyl-L-Cysteine 500 mg, 100 cap.",20201009,20210409
Terminated,Parsippany,NJ,United States,Class II,Drugs,IBSA PHARMA INC,"TIROSINT - SOL (levothyroxine sodium) Oral Solution, 137 microgram/mL; 6 pouches x 5 ampules, Rx Only; Manufactured for IBSA Pharma Inc. by: IBSA Institut Biochimique SA, 6912 Pazzallo, Switzerland; Distributed by: IBSA Pharma Inc., Parsippany, NJ 07054; NDC 71858-0145-5",N/A,Subpotent Drug,20230130,20231031
Terminated,Parsippany,NJ,United States,Class II,Drugs,Teva Pharmaceuticals USA Inc,"Sunitinib Malate Capsules, 12.5 mg, 28-count bottles, Rx only, Manufactured By: Teva Pharmaceuticals USA, Inc., Parsippany, NJ  07054, NDC 0093-8199-28",180 bottles,Failed Moisture Limits: Water (moisture) content above the approved product specifications.,20230705,20240110
Terminated,Dublin,OH,United States,Class II,Drugs,Cardinal Health Inc.,"PROMETHAZINE PLAIN ORAL SOLUTION 6.25MG/5ML 473ML; ; RX; SOLUTION (USUALLY NOT OTIC, OPTH, NASAL DROPS), Rx Only, NDC 0211-0927-16",49 CARTON,CGMP Deviations: Intermittent exposure to temperature excursion during storage.,20210315,20240617
Terminated,Plainsboro,NJ,United States,Class I,Drugs,Novo Nordisk Inc,"NovoLog FlexPen (insulin aspart) Injection, 100 units/mL, 3 mL Prefilled Insulin Syringe pen, Sample. Not for Resale, Rx Only, Novo Nordisk Inc., Plainsboro, NJ 08536, NDC 0169-6339-90 (Pen), NDC 0169-6339-98 (Kit)",N/A,Temperature Abuse: product samples were stored at temperatures below 32* F which is not in accordance with storage requirements that could cause a lack of efficacy and damage to the cartridge and pen-injectors.,20210322,20221209
Terminated,Plainsboro,NJ,United States,Class II,Drugs,Macleods Pharma Usa Inc,"Olanzapine Tablets, USP 10 mg, 30-count bottles, Rx only, Manufactured for: Macleods Pharma USA , Inc. Plainsboro, NJ 08536, Manufactured by: Macleods Pharmaceuticals Ltd., Baddi, HImachal Pradesh, India, NDC 33342-070-07.",3672 bottles,cGmp Deviations,20220216,20231016
Terminated,Dawsonville,GA,United States,Class II,Drugs,Direct Rx,"Losartan Potassium 100 mg, 30 Tabs bottles, Rx only,  Packaged and Distributed By: Direct Rx Dawsonville, GA 30534  NDC 61919-952-30",33 bottles,"CGMP Deviations: FDA lab confirmed presence of an impurity, N-Methylnitrosobutyric acid (NMBA) in the finished product above the interim acceptable daily intake level per manufacturer",20190430,20201204
Terminated,Princeton,NJ,United States,Class II,Drugs,SUN PHARMACEUTICAL INDUSTRIES INC,"Testosterone Cypionate Injection, USP, 200mg/ml, Rx Only, One Single-dose vial, Distributed by: Sun Pharmaceutical Industries Inc., Cranbury, NJ 08512, Manufactured by: Sun Pharmaceuticals Industries Ltd., Halol-Baroda Highway, Halol-389 350, Gujarat, India, NDC 62756-015-40.",27 vials,CGMP Deviations: Manufacturing deviations were reported due to an abnormal appearance on parts of machinery.,20220603,20230525
Terminated,Miami,FL,United States,Class II,Drugs,"Noven Therapeutics, LLC","Daytrana (methylphenidate transdermal system) Delivers 10 mg over 9 hours (1.1 mg/hr), 30-count box, Rx only, Manufactured for Noven Therapeutics, LLC Miami, FL 33186, NDC 68968-5552-3",7957 30-count boxes,Defective Delivery System: Out of specification for mechanical peel and shear.,20200331,20240617
Terminated,Dallas,TX,United States,Class II,Drugs,"MPRX, Inc. dba Medical Park Pharmacy",Tadalafil 6 mg Capsule,7 bottles,Labeling: Incorrect or missing lot and/or expiration date. Products were compounded using expired components.,20191218,20221213
Terminated,Princeton,NJ,United States,Class III,Drugs,"Dr. Reddy's Laboratories, Inc.","Atorvstatin Calcium Tablets, USP 80 mg*, 90 Tablets, Rx Only, Mrd. By: Dr. Reddy's Laboratories Limited, Srikakulam - 532 409, INDIA, NDC 55111-124-90","28,068 bottles",Failed Impurities/Degradation Specifications: Out of Specification results for related substance.,20220316,20231113
Terminated,Orlando,FL,United States,Class II,Drugs,Olympia Compounding Pharmacy dba Olympia Pharmacy,"NB-243, Papaverine 30mg/ml . Phentolamine 3mg/ml . Alprostadil 20mcg/ml, 10ml Multi-Dose vials,  Rx Only, Olympia Pharmaceuticals 6700 Convoy Rd., Ste. 155, Orlando, FL 32835. NDC 73198-0009-10",3509 vials,"CGMP Deviations: prior to October 1, 2021, environmental and personnel monitoring Out of Action Limit (OOAL) excursions were not being properly investigated",20220404,20240617
Terminated,Port Charlotte,FL,United States,Class II,Drugs,The Medicine Shoppe Pharmacy,"Paregoric Alternate Elixir 300 mL bottle, Rx, The Medicine Shoppe Pharmacy, Port Charlotte, FL",1 bottle,Lack of Processing Control,20200406,20221213
Terminated,Monterey Park,CA,United States,Class II,Drugs,Herbal Doctor Remedies,"Tution 130, Distributed by Herbal Doctor Remedies Alhambra, CA 91801-7081 USA, 1(800) 600-0808",N/A,CGMP Deviations: These products have been found to be misbranded as  unapproved new drugs,20200324,20240125
